0	322.339
1	313.042
2	312.743
3	321.147
4	313.337
5	321.55
6	322.74
7	314.691
8	317.258
9	317.454
10	315.39
11	310.975
12	309.406
13	317.323
14	313.963
15	319.851
16	316.818
17	317.409
18	311.847
19	311.484
20	310.776
21	317.235
22	315.733
23	310.719
24	324.652
25	312.506
26	318.048
27	312.936
28	316.685
29	313.597
30	319.495
31	320.202
32	323.805
33	320.183
34	320.255
35	315.213
36	321.819
37	319.377
38	320.611
39	311.764
40	313.766
41	311.914
42	317.051
43	315.584
44	310.509
45	320.413
46	318.961
47	319.808
48	321.991
49	317.101
50	313.266
51	312.722
52	319.995
53	313.701
54	317.142
55	311.523
56	319.538
57	318.905
58	317.424
59	312.574
60	319.917
61	311.734
62	315.599
63	320.31
64	313.223
65	319.614
66	325.059
67	318.011
68	320.637
69	311.286
70	312.567
71	324.694
72	316.506
73	324.07
74	319.529
75	316.516
76	324.82
77	317.439
78	315.595
79	317.979
80	313.862
81	312.357
82	323.958
83	310.141
84	315.83
85	322.978
86	315.689
87	315.42
88	316.414
89	319.932
90	316.249
91	314.199
92	320.763
93	321.441
94	324.049
95	321.464
96	315.876
97	317.394
98	316.598
99	312.191
100	318.899
101	316.97
102	323.867
103	322.205
104	309.995
105	315.669
106	319.445
107	322.143
108	317.278
109	317.289
110	323.122
111	318.569
112	311.099
113	320.76
114	318.221
115	316.216
116	323.401
117	312.755
118	318.567
119	312.52
120	314.924
121	312.045
122	314.007
123	315.874
124	318.6
125	310.955
126	311.906
127	321.685
128	322.03
129	321.912
130	316.857
131	316.537
132	310.827
133	312.752
134	317.485
135	314.93
136	325.07
137	324.123
138	316.714
139	323.871
140	313.045
141	317.009
142	321.981
143	318.52
144	324.073
145	323.555
146	319.923
147	322.796
148	323.973
149	315.472
150	316.339
151	314.981
152	311.142
153	319.234
154	318.451
155	317.697
156	321.073
157	312.201
158	314.415
159	310.031
160	311.188
161	319.12
162	313.311
163	317.041
164	318.228
165	318.781
166	316.769
167	314.452
168	313.408
169	310.447
170	317.858
171	318.715
172	318.118
173	322.607
174	316.828
175	310.801
176	321.076
177	315.031
178	313.058
179	312.33
180	319.558
181	320.644
182	320.974
183	319.54
184	310.064
185	320.918
186	312.435
187	322.581
188	312.458
189	316.813
190	318.658
191	313.568
192	313.182
193	315.231
194	314.444
195	313.064
196	313.227
197	311.788
198	310.404
199	323.661
200	316.253
201	318.548
202	311.871
203	312.683
204	313.952
205	322.91
206	314.528
207	313.781
208	319.178
209	311.518
210	311.579
211	309.577
212	313.959
213	317.415
214	323.298
215	315.371
216	312.032
217	322.99
218	318.641
219	318.271
220	324.065
221	321.501
222	318.719
223	322.186
224	319.772
225	314.438
226	313.905
227	314.728
228	317.056
229	323.304
230	313.188
231	319.769
232	313.84
233	318.902
234	321.587
235	321.3
236	320.169
237	323.901
238	317.836
239	316.634
240	319.83
241	312.155
242	323.742
243	317.15
244	313.434
245	320.18
246	319.225
247	321.04
248	323.321
249	320.33
250	318.12
251	315.396
252	322.742
253	317.352
254	325.339
255	320.51
256	319.444
257	317.666
258	313.061
259	323.051
260	316.158
261	321.138
262	324.592
263	322.162
264	321.653
265	316.661
266	322.428
267	318.193
268	323.755
269	314.318
270	321.563
271	318.659
272	319.768
273	323.28
274	312.072
275	311.501
276	316.53
277	315.098
278	314.074
279	311.438
280	319.157
281	315.781
282	313.678
283	313.764
284	321.016
285	312.657
286	315.748
287	322.951
288	323.314
289	321.924
290	319.727
291	317.036
292	322.401
293	316.881
294	324.236
295	312.551
296	310.96
297	310.241
298	315.272
299	318.397
300	322.476
301	319.54
302	317.211
303	311.777
304	315.066
305	316.21
306	323.464
307	312.018
308	321.513
309	322.232
310	310.961
311	313.839
312	317.749
313	318.644
314	318.706
315	310.258
316	323.043
317	319.274
318	313.118
319	321.517
320	321.683
321	319.93
322	311.783
323	315.538
324	314.497
325	319.001
326	314.71
327	318.617
328	313.681
329	320.915
330	313.935
331	313.373
332	315.921
333	317.865
334	318.111
335	313.175
336	317.816
337	311.47
338	318.248
339	318.705
340	321.908
341	313.984
342	311.153
343	324.217
344	309.984
345	311.21
346	316.977
347	316.958
348	313.047
349	317.272
350	314.964
351	313.861
352	317.469
353	319.754
354	322.915
355	325.559
356	316.167
357	321.822
358	312.98
359	321.05
360	319.179
361	318.087
362	315.596
363	324.643
364	310.477
365	315.194
366	311.941
367	315.86
368	324.127
369	322.781
370	314.352
371	317.525
372	310.932
373	313.06
374	312.358
375	317.44
376	324.533
377	323.394
378	312.595
379	321.547
380	315.172
381	318.49
382	322.666
383	314.632
384	310.756
385	318.648
386	321.99
387	310.538
388	315.5
389	314.174
390	314.252
391	315.758
392	324.26
393	317.854
394	313.198
395	313.288
396	318.521
397	312.12
398	321.186
399	314.241
400	317.772
401	312.264
402	323.03
403	315.141
404	316.454
405	324.285
406	318.847
407	323.101
408	320.104
409	318.724
410	322.462
411	316.907
412	320.688
413	324.744
414	324.092
415	315.199
416	311.169
417	321.515
418	318.373
419	314.532
420	321.989
421	319.367
422	320.561
423	322.278
424	323.401
425	314.557
426	312.96
427	312.782
428	314.229
429	315.269
430	315.775
431	319.082
432	311.177
433	314.974
434	318.207
435	319.008
436	323.838
437	320.558
438	319.367
439	310.077
440	323.017
441	316.791
442	325.218
443	324.901
444	322.343
445	316.515
446	309.81
447	317.501
448	317.163
449	320.755
450	319.524
451	315.569
452	317.65
453	312.563
454	316.666
455	322.903
456	316.824
457	318.466
458	324.766
459	321.38
460	323.035
461	324.004
462	314.951
463	324.793
464	316.846
465	320.178
466	324.704
467	319.59
468	325.182
469	320.322
470	325.06
471	323.568
472	321.007
473	323.852
474	323.226
475	317.803
476	322.234
477	319.396
478	324.585
479	321.11
480	312.677
481	315.312
482	315.129
483	318.02
484	322.51
485	321.712
486	319.129
487	313.07
488	323.549
489	312.355
490	320.382
491	318.751
492	324.45
493	319.079
494	318.953
495	313.804
496	320.301
497	323.334
498	320.541
499	314.276
500	318.274
501	313.888
502	318.565
503	318.08
504	318.978
505	314.954
506	312.42
507	321.554
508	310.08
509	310.076
510	320.299
511	316.727
512	325.224
513	315.223
514	321.728
515	313.093
516	316.392
517	319.564
518	324.267
519	318.737
520	321.808
521	323.049
522	322.942
523	311.361
524	311.988
525	318.196
526	315.747
527	312.249
528	315.355
529	312.531
530	324.663
531	319.35
532	320.744
533	318.89
534	314.753
535	313.733
536	311.607
537	311.408
538	323.472
539	322.215
540	314.766
541	322.749
542	316.407
543	312.063
544	318.528
545	324.547
546	319.174
547	311.51
548	320.644
549	313.351
550	321.282
551	314.155
552	320.497
