vtuneCategory,threadcount,inputinfo,metric,value
tr,36,default,Metric Name,Metric Value
tr,36,default,Elapsed Time,1.454966
tr,36,default,Paused Time,0.0
tr,36,default,Effective CPU Utilization,17.4% (12.505 out of 72 logical CPUs)
tr,36,default,OpenMP Analysis. Collection Time,1.454966
tr,36,default,Serial Time (outside parallel regions),0.494s (34.0%)
tr,36,default,Parallel Region Time,0.961s (66.0%)
tr,36,default,Estimated Ideal Time,0.502s (34.5%)
tr,36,default,OpenMP Potential Gain,0.459s (31.6%)
tr,36,default,Total Thread Count,36
tr,36,default,Thread Oversubscription,0s (0.0% of CPU Time)
tr,36,default,Wait Time with poor CPU Utilization,1.612s (100.0% of Wait Time)
tr,36,default,Spin and Overhead Time,21.511s (54.8% of CPU Time)
tr,36,default,Application Command Line,"heartwall ""../../data/heartwall/test.avi"" ""10"" ""36"""
tr,36,default,Operating System,"3.10.0-1160.15.2.1chaos.ch6.x86_64 NAME=""Red Hat Enterprise Linux Server"" VERSION=""7.9 (Maipo)"" ID=""rhel"" ID_LIKE=""fedora"" VARIANT=""Server"" VARIANT_ID=""server"" VERSION_ID=""7.9"" PRETTY_NAME=""Red Hat Enterprise Linux Server 7.9 (Maipo)"" ANSI_COLOR=""0;31"" CPE_NAME=""cpe:/o:redhat:enterprise_linux:7.9:GA:server"" HOME_URL=""https://www.redhat.com/"" BUG_REPORT_URL=""https://bugzilla.redhat.com/""  REDHAT_BUGZILLA_PRODUCT=""Red Hat Enterprise Linux 7"" REDHAT_BUGZILLA_PRODUCT_VERSION=7.9 REDHAT_SUPPORT_PRODUCT=""Red Hat Enterprise Linux"" REDHAT_SUPPORT_PRODUCT_VERSION=""7.9"""
tr,36,default,Computer Name,quartz3027
tr,36,default,Result Size,5150320
tr,36,default,Collection start time,20:59:33 21/04/2021 UTC
tr,36,default,Collection stop time,20:59:35 21/04/2021 UTC
tr,36,default,Collector Type,User-mode sampling and tracing
tr,36,default,Name,Intel(R) Xeon(R) Processor code named Broadwell
tr,36,default,Frequency,2095147840
tr,36,default,Logical CPU Count,72
vtuneCategory,threadcount,inputinfo,metric,value
hpc,36,default,Metric Name,Metric Value
hpc,36,default,Elapsed Time,1.429889
hpc,36,default,SP GFLOPS,0.0
hpc,36,default,DP GFLOPS,6.797742
hpc,36,default,x87 GFLOPS,0.0
hpc,36,default,CPI Rate,0.825055
hpc,36,default,Average CPU Frequency,2635956534.467070
hpc,36,default,Total Thread Count,36
hpc,36,default,Effective Physical Core Utilization,33.3% (11.985 out of 36)
hpc,36,default,Effective Logical Core Utilization,24.9% (17.955 out of 72)
hpc,36,default,Serial Time (outside parallel regions),0.389s (27.2%)
hpc,36,default,Parallel Region Time,1.041s (72.8%)
hpc,36,default,Estimated Ideal Time,0.623s (43.5%)
hpc,36,default,OpenMP Potential Gain,0.419s (29.3%)
hpc,36,default,Memory Bound,5.7
hpc,36,default,Cache Bound,4.3
hpc,36,default,DRAM Bound,0.0
hpc,36,default,NUMA: % of Remote Accesses,0.0
hpc,36,default,Vectorization,0.0
hpc,36,default,SP FLOPs,0.0
hpc,36,default,Packed,0.0
hpc,36,default,128-bit,0.0
hpc,36,default,256-bit,0.0
hpc,36,default,Scalar,0.0
hpc,36,default,DP FLOPs,7.9
hpc,36,default,Packed,0.0
hpc,36,default,128-bit,0.0
hpc,36,default,256-bit,0.0
hpc,36,default,Scalar,100.0
hpc,36,default,x87 FLOPs,0.0
hpc,36,default,Non-FP,92.1
hpc,36,default,FP Arith/Mem Rd Instr. Ratio,0.337807
hpc,36,default,FP Arith/Mem Wr Instr. Ratio,3.008271
hpc,36,default,Application Command Line,"heartwall ""../../data/heartwall/test.avi"" ""10"" ""36"""
hpc,36,default,Operating System,"3.10.0-1160.15.2.1chaos.ch6.x86_64 NAME=""Red Hat Enterprise Linux Server"" VERSION=""7.9 (Maipo)"" ID=""rhel"" ID_LIKE=""fedora"" VARIANT=""Server"" VARIANT_ID=""server"" VERSION_ID=""7.9"" PRETTY_NAME=""Red Hat Enterprise Linux Server 7.9 (Maipo)"" ANSI_COLOR=""0;31"" CPE_NAME=""cpe:/o:redhat:enterprise_linux:7.9:GA:server"" HOME_URL=""https://www.redhat.com/"" BUG_REPORT_URL=""https://bugzilla.redhat.com/""  REDHAT_BUGZILLA_PRODUCT=""Red Hat Enterprise Linux 7"" REDHAT_BUGZILLA_PRODUCT_VERSION=7.9 REDHAT_SUPPORT_PRODUCT=""Red Hat Enterprise Linux"" REDHAT_SUPPORT_PRODUCT_VERSION=""7.9"""
hpc,36,default,Computer Name,quartz3027
hpc,36,default,Result Size,15916342
hpc,36,default,Collection start time,20:59:51 21/04/2021 UTC
hpc,36,default,Collection stop time,20:59:53 21/04/2021 UTC
hpc,36,default,Collector Type,Driverless Perf per-process sampling
hpc,36,default,Name,Intel(R) Xeon(R) Processor code named Broadwell
hpc,36,default,Frequency,2095147931
hpc,36,default,Logical CPU Count,72
vtuneCategory,threadcount,inputinfo,metric,value
tr,18,default,Metric Name,Metric Value
tr,18,default,Elapsed Time,1.284416
tr,18,default,Paused Time,0.0
tr,18,default,Effective CPU Utilization,18.0% (12.934 out of 72 logical CPUs)
tr,18,default,OpenMP Analysis. Collection Time,1.284416
tr,18,default,Serial Time (outside parallel regions),0.270s (21.0%)
tr,18,default,Parallel Region Time,1.015s (79.0%)
tr,18,default,Estimated Ideal Time,0.926s (72.1%)
tr,18,default,OpenMP Potential Gain,0.088s (6.9%)
tr,18,default,Total Thread Count,18
tr,18,default,Thread Oversubscription,0s (0.0% of CPU Time)
tr,18,default,Wait Time with poor CPU Utilization,0.269s (100.0% of Wait Time)
tr,18,default,Spin and Overhead Time,3.300s (16.6% of CPU Time)
tr,18,default,Application Command Line,"heartwall ""../../data/heartwall/test.avi"" ""10"" ""18"""
tr,18,default,Operating System,"3.10.0-1160.15.2.1chaos.ch6.x86_64 NAME=""Red Hat Enterprise Linux Server"" VERSION=""7.9 (Maipo)"" ID=""rhel"" ID_LIKE=""fedora"" VARIANT=""Server"" VARIANT_ID=""server"" VERSION_ID=""7.9"" PRETTY_NAME=""Red Hat Enterprise Linux Server 7.9 (Maipo)"" ANSI_COLOR=""0;31"" CPE_NAME=""cpe:/o:redhat:enterprise_linux:7.9:GA:server"" HOME_URL=""https://www.redhat.com/"" BUG_REPORT_URL=""https://bugzilla.redhat.com/""  REDHAT_BUGZILLA_PRODUCT=""Red Hat Enterprise Linux 7"" REDHAT_BUGZILLA_PRODUCT_VERSION=7.9 REDHAT_SUPPORT_PRODUCT=""Red Hat Enterprise Linux"" REDHAT_SUPPORT_PRODUCT_VERSION=""7.9"""
tr,18,default,Computer Name,quartz3027
tr,18,default,Result Size,4283525
tr,18,default,Collection start time,21:00:52 21/04/2021 UTC
tr,18,default,Collection stop time,21:00:53 21/04/2021 UTC
tr,18,default,Collector Type,User-mode sampling and tracing
tr,18,default,Name,Intel(R) Xeon(R) Processor code named Broadwell
tr,18,default,Frequency,2095147537
tr,18,default,Logical CPU Count,72
vtuneCategory,threadcount,inputinfo,metric,value
hpc,18,default,Metric Name,Metric Value
hpc,18,default,Elapsed Time,1.332793
hpc,18,default,SP GFLOPS,0.0
hpc,18,default,DP GFLOPS,8.981152
hpc,18,default,x87 GFLOPS,0.0
hpc,18,default,CPI Rate,0.572661
hpc,18,default,Average CPU Frequency,2680671439.946627
hpc,18,default,Total Thread Count,18
hpc,18,default,Effective Physical Core Utilization,35.4% (12.728 out of 36)
hpc,18,default,Effective Logical Core Utilization,17.8% (12.849 out of 72)
hpc,18,default,Serial Time (outside parallel regions),0.267s (20.0%)
hpc,18,default,Parallel Region Time,1.066s (80.0%)
hpc,18,default,Estimated Ideal Time,0.909s (68.2%)
hpc,18,default,OpenMP Potential Gain,0.157s (11.8%)
hpc,18,default,Memory Bound,4.1
hpc,18,default,Cache Bound,1.5
hpc,18,default,DRAM Bound,0.0
hpc,18,default,NUMA: % of Remote Accesses,0.0
hpc,18,default,Vectorization,0.0
hpc,18,default,SP FLOPs,0.0
hpc,18,default,Packed,0.0
hpc,18,default,128-bit,0.0
hpc,18,default,256-bit,0.0
hpc,18,default,Scalar,0.0
hpc,18,default,DP FLOPs,12.5
hpc,18,default,Packed,0.0
hpc,18,default,128-bit,0.0
hpc,18,default,256-bit,0.0
hpc,18,default,Scalar,100.0
hpc,18,default,x87 FLOPs,0.0
hpc,18,default,Non-FP,87.5
hpc,18,default,FP Arith/Mem Rd Instr. Ratio,0.666982
hpc,18,default,FP Arith/Mem Wr Instr. Ratio,11.415984
hpc,18,default,Application Command Line,"heartwall ""../../data/heartwall/test.avi"" ""10"" ""18"""
hpc,18,default,Operating System,"3.10.0-1160.15.2.1chaos.ch6.x86_64 NAME=""Red Hat Enterprise Linux Server"" VERSION=""7.9 (Maipo)"" ID=""rhel"" ID_LIKE=""fedora"" VARIANT=""Server"" VARIANT_ID=""server"" VERSION_ID=""7.9"" PRETTY_NAME=""Red Hat Enterprise Linux Server 7.9 (Maipo)"" ANSI_COLOR=""0;31"" CPE_NAME=""cpe:/o:redhat:enterprise_linux:7.9:GA:server"" HOME_URL=""https://www.redhat.com/"" BUG_REPORT_URL=""https://bugzilla.redhat.com/""  REDHAT_BUGZILLA_PRODUCT=""Red Hat Enterprise Linux 7"" REDHAT_BUGZILLA_PRODUCT_VERSION=7.9 REDHAT_SUPPORT_PRODUCT=""Red Hat Enterprise Linux"" REDHAT_SUPPORT_PRODUCT_VERSION=""7.9"""
hpc,18,default,Computer Name,quartz3027
hpc,18,default,Result Size,11076453
hpc,18,default,Collection start time,21:01:07 21/04/2021 UTC
hpc,18,default,Collection stop time,21:01:09 21/04/2021 UTC
hpc,18,default,Collector Type,Driverless Perf per-process sampling
