==125019== NVPROF is profiling process 125019, command: hotspot 512 2 2 ../../data/hotspot/temp_512 ../../data/hotspot/power_512 output.out
==125019== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==125019== Profiling application: hotspot 512 2 2 ../../data/hotspot/temp_512 ../../data/hotspot/power_512 output.out
==125019== Profiling result:
==125019== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-SXM2-16GB (0)"
    Kernel: calculate_temp(int, float*, float*, float*, int, int, int, int, float, float, float, float, float, float)
          1                     fb_subp0_read_sectors          10          10          10          10
          1                     fb_subp1_read_sectors           7           7           7           7
          1                    fb_subp0_write_sectors        5586        5586        5586        5586
          1                    fb_subp1_write_sectors        5510        5510        5510        5510
          1              l2_subp0_write_sector_misses        5331        5331        5331        5331
          1              l2_subp1_write_sector_misses        5232        5232        5232        5232
          1               l2_subp0_read_sector_misses           3           3           3           3
          1               l2_subp1_read_sector_misses           2           2           2           2
          1          l2_subp0_read_tex_sector_queries       86196       86196       86196       86196
          1          l2_subp1_read_tex_sector_queries       86236       86236       86236       86236
          1         l2_subp0_write_tex_sector_queries       21760       21760       21760       21760
          1         l2_subp1_write_tex_sector_queries       21760       21760       21760       21760
          1             l2_subp0_read_tex_hit_sectors       86123       86123       86123       86123
          1             l2_subp1_read_tex_hit_sectors       86155       86155       86155       86155
          1            l2_subp0_write_tex_hit_sectors       21760       21760       21760       21760
          1            l2_subp1_write_tex_hit_sectors       21760       21760       21760       21760
          1        l2_subp0_total_read_sector_queries       86180       86180       86180       86180
          1        l2_subp1_total_read_sector_queries       86236       86236       86236       86236
          1       l2_subp0_total_write_sector_queries       21813       21813       21813       21813
          1       l2_subp1_total_write_sector_queries       21822       21822       21822       21822
          1       l2_subp0_read_sysmem_sector_queries           0           0           0           0
          1       l2_subp1_read_sysmem_sector_queries           0           0           0           0
          1      l2_subp0_write_sysmem_sector_queries           5           5           5           5
          1      l2_subp1_write_sysmem_sector_queries           0           0           0           0
          1                         elapsed_cycles_sm     1858300     1858300     1858300     1858300
          1                           prof_trigger_00           0           0           0           0
          1                           prof_trigger_01           0           0           0           0
          1                           prof_trigger_02           0           0           0           0
          1                           prof_trigger_03           0           0           0           0
          1                           prof_trigger_04           0           0           0           0
          1                           prof_trigger_05           0           0           0           0
          1                           prof_trigger_06           0           0           0           0
          1                           prof_trigger_07           0           0           0           0
          1                            warps_launched       14792       14792       14792       14792
          1                              inst_issued0     1657731     1657731     1657731     1657731
          1                              inst_issued1     3745482     3745482     3745482     3745482
          1                             inst_executed     3728860     3728860     3728860     3728860
          1                      thread_inst_executed   513011216   513011216   513011216   513011216
          1   not_predicated_off_thread_inst_executed   491464720   491464720   491464720   491464720
          1                             active_cycles     1299463     1299463     1299463     1299463
          1                              active_warps  1291838118  1291838118  1291838118  1291838118
          1                               shared_atom           0           0           0           0
          1                           sm_cta_launched        1849        1849        1849        1849
          1                           shared_atom_cas           0           0           0           0
          1                               shared_load      179568      179568      179568      179568
          1                              shared_store       69660       69660       69660       69660
          1                              generic_load           0           0           0           0
          1                             generic_store           0           0           0           0
